Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
Universal,ALL,U3-012,general,What is the primary cause of most traffic crashes?,Vehicle mechanical failure,Weather and road conditions,Human error and poor decisions,Other drivers' mistakes only,C,2,"Human error accounts for approximately 94% of serious crashes. Poor decisions, distraction, impairment, and speeding are leading factors."
Universal,ALL,U3-013,general,"If you are in an accident, your first priority is to:",Move your vehicle immediately,Check for injuries and ensure safety,Call your insurance company,Find witnesses,B,1,"Safety is the first priority. Check yourself and others for injuries, move to safety if possible, and call emergency services if needed."
Universal,ALL,U3-014,general,"After an accident, you should:",Leave if damage is minor,Exchange information only with police present,Exchange information with other parties involved,Wait for an attorney before speaking,C,2,"After any accident, you must stop, exchange information (name, address, insurance, license) with other parties, and render aid if needed."
Universal,ALL,U3-015,general,If your vehicle breaks down on a highway:,Stop in your lane and wait for help,"Pull off the road, use hazard lights and warning devices",Walk along the highway to find help,Wave at passing cars for assistance,B,1,"Pull completely off the roadway, turn on hazard lights, raise the hood, and use warning triangles or flares if available. Stay in your vehicle if safer."
Universal,ALL,U3-016,general,"If your car stalls on railroad tracks, you should:",Try to restart the engine,Put it in neutral and push it off,Get out and move away at an angle quickly,Stay in the car and wait for help,C,2,"If stalled on tracks, exit immediately and move away at a 45-degree angle toward the oncoming train. This protects you from debris if a collision occurs."
Universal,ALL,U3-017,general,When driving through a flooded area:,Speed up to push through the water,Follow closely behind another vehicle,Turn around if water depth is unknown,Continue if you can see the road,C,2,Never drive through flooded areas when you can't determine the depth. Just six inches of moving water can knock you down; two feet can float a car.
Universal,ALL,U3-018,general,What should you do if you encounter a dust storm while driving?,Speed up to get through it quickly,"Pull off, stop, turn off lights, foot off brake",Continue with headlights on high beam,Stay in your lane and slow down slightly,B,1,"In a severe dust storm, pull completely off the road, stop, turn off all lights, and take your foot off the brake to prevent other drivers from following your lights."
Universal,ALL,U3-019,general,When driving in heavy rain:,Use high beams for better visibility,Follow other vehicles closely,Increase following distance significantly,Maintain normal speed with wipers on,C,2,"In heavy rain, increase following distance significantly, reduce speed, use low beams, and avoid sudden braking or steering movements."
Universal,ALL,U3-020,general,"If your headlights fail at night, you should:",Continue slowly with parking lights,Pull off safely and turn on hazard lights,Use high beams continuously,Follow another car closely,B,1,"If headlights fail at night, try your emergency flashers, pull safely off the road, and turn on hazard lights. Driving without headlights is illegal and dangerous."
Universal,ALL,U3-021,general,The single most effective safety device in your vehicle is:,The airbag system,Anti-lock brakes,The seat belt,Crumple zones,C,2,Seat belts reduce the risk of fatal injury by about 45% for front-seat occupants. They're the most effective safety device available.
Universal,ALL,U3-022,general,Airbags are designed to work:,Instead of seat belts,Together with seat belts for maximum protection,Only in front-end collisions,Only for the driver's protection,B,1,"Airbags are supplemental restraints designed to work with seat belts. Without a seat belt, you may slide under the airbag or strike it unsafely."
Universal,ALL,U3-023,general,Children under a certain age should ride in the back seat because:,They can't see well from the front,Front seat airbags can injure or kill small children,It's easier to control them there,The back seat is more comfortable,B,1,Front airbags deploy with great force and can seriously injure or kill small children. Children are safest in the back seat in appropriate restraints.
Universal,ALL,U3-024,general,Carbon monoxide from exhaust is dangerous because:,It has a strong smell warning you of danger,"It's colorless and odorless, making it hard to detect",It only affects people outside the vehicle,It irritates your eyes first,B,1,"Carbon monoxide is colorless and odorless. It can build up in enclosed spaces or enter vehicles through leaks, causing unconsciousness and death."
Universal,ALL,U3-025,general,"If you smell exhaust inside your vehicle, you should:",Turn on the heater to circulate air,Open windows immediately and have the vehicle inspected,Ignore it if you don't feel sick,Only worry if it's very strong,B,1,Exhaust smell indicates a potentially dangerous leak. Open windows immediately for fresh air and have the vehicle inspected as soon as possible.
Universal,ALL,U3-026,general,"When road rage is directed at you, you should:",Respond aggressively to defend yourself,"Avoid eye contact, don't engage, create distance",Stop and confront the other driver,Speed up to get away quickly,B,1,"When faced with road rage, stay calm, avoid eye contact, don't respond, and create distance. If necessary, drive to a public place or police station."
Universal,ALL,U3-027,general,"If another driver cuts you off in traffic, the best response is to:",Honk your horn and flash your lights,Tailgate them as a warning,Stay calm and increase following distance,Speed up and pass them,C,2,"When cut off, stay calm and don't escalate. Slow down to create safe following distance. Aggressive responses lead to dangerous situations."
Universal,ALL,U3-028,general,What should you do if you see a vehicle driving the wrong way?,Flash lights and continue in your lane,"Move right, slow down, and stop if necessary",Move to the left lane to pass,Speed up to avoid them,B,1,"If you see a wrong-way driver, move to the right, slow down or stop, flash lights, and honk. Call 911 when safe to report the driver."
Universal,ALL,U3-029,general,The best time to check your vehicle's safety equipment is:,After an accident occurs,Once a year at inspection,Before each trip and regularly,Only when warning lights appear,C,2,"Check tires, lights, brakes, mirrors, and other safety equipment before trips and regularly. Don't wait for problems to become obvious."
Universal,ALL,U3-030,general,"Before starting your vehicle, you should:","Start the engine first, then adjust","Adjust seat, mirrors, and fasten seat belt",Check only the rearview mirror,Let the engine warm up for 5 minutes,B,1,"Before starting, adjust your seat and mirrors, fasten your seat belt, and ensure all passengers are buckled. Then start the vehicle."
Universal,ALL,U3-031,general,Driving with worn tires increases the risk of:,Better fuel economy,Faster acceleration,Hydroplaning and reduced braking,Smoother ride quality,C,2,"Worn tires have less tread to channel water, increasing hydroplaning risk and extending stopping distances, especially on wet roads."
Universal,ALL,U3-032,general,You should check your tire pressure:,Only when tires look flat,At least monthly when tires are cold,Only before long trips,Once a year at inspection,B,1,"Check tire pressure monthly when tires are cold. Proper pressure improves handling, fuel economy, and tire life while reducing blowout risk."
Universal,ALL,U3-033,general,"When following a funeral procession, you should:",Pass when there's an opening,Honk to alert them you're behind,Not interrupt or cut through it,Flash lights to request passage,C,2,Funeral processions have right-of-way and should not be interrupted. Yield and allow the entire procession to pass before proceeding.
